DocID     RunID       Language Metatype GoldClusterID     SystemClusterID     Prec Recall     F1
KC003A6NA example-run ENG      Event    cluster-NILV20888 cluster-NILV20888 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20870 cluster-NILR20870 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20871 cluster-NILR20871 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20872 cluster-NILR20872 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20873 cluster-NILR20873 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20874 cluster-NILR20874 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20875 cluster-NILR20875 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20876 cluster-NILR20876 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20877 cluster-NILR20877 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Relation cluster-NILR20878 cluster-NILR20878 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21705 cluster-NILV21705 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21706 cluster-NILV21706 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21707 cluster-NILV21707 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21708 cluster-NILV21708 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21709 cluster-NILV21709 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21710 cluster-NILV21710 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21711 cluster-NILV21711 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21712 cluster-NILV21712 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21713 cluster-NILV21713 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21714 cluster-NILV21714 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Event    cluster-NILV21716 cluster-NILV21716 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21705 cluster-NILR21705 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21706 cluster-NILR21706 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21707 cluster-NILR21707 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21708 cluster-NILR21708 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21709 cluster-NILR21709 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21710 cluster-NILR21710 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21711 cluster-NILR21711 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21712 cluster-NILR21712 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21713 cluster-NILR21713 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21714 cluster-NILR21714 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21715 cluster-NILR21715 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21716 cluster-NILR21716 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21717 cluster-NILR21717 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21718 cluster-NILR21718 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21719 cluster-NILR21719 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21720 cluster-NILR21720 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21721 cluster-NILR21721 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21722 cluster-NILR21722 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21723 cluster-NILR21723 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21724 cluster-NILR21724 1.0000 1.0000 1.0000
KC003A7C4 example-run SPA      Relation cluster-NILR21725 cluster-NILR21725 1.0000 1.0000 1.0000
KC003A7RG example-run SPA      Event    cluster-NILV21835 cluster-NILV21835 1.0000 1.0000 1.0000
KC003A7RG example-run SPA      Event    cluster-NILV21836 cluster-NILV21836 1.0000 1.0000 1.0000
KC003A7RG example-run SPA      Relation cluster-NILR21835 cluster-NILR21835 1.0000 1.0000 1.0000
KC003A7RG example-run SPA      Relation cluster-NILR21836 cluster-NILR21836 1.0000 1.0000 1.0000
KC003A7RG example-run SPA      Relation cluster-NILR21837 cluster-NILR21837 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20915 cluster-NILV20915 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20916 cluster-NILV20916 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20917 cluster-NILV20917 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20918 cluster-NILV20918 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20919 cluster-NILV20919 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20920 cluster-NILV20920 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20921 cluster-NILV20921 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20922 cluster-NILV20922 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20923 cluster-NILV20923 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20924 cluster-NILV20924 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20925 cluster-NILV20925 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20927 cluster-NILV20927 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20928 cluster-NILV20928 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20929 cluster-NILV20929 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20930 cluster-NILV20930 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20931 cluster-NILV20931 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20933 cluster-NILV20933 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Event    cluster-NILV20934 cluster-NILV20934 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20915 cluster-NILR20915 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20916 cluster-NILR20916 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20917 cluster-NILR20917 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20918 cluster-NILR20918 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20919 cluster-NILR20919 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20920 cluster-NILR20920 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20921 cluster-NILR20921 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20923 cluster-NILR20923 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20924 cluster-NILR20924 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20925 cluster-NILR20925 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20926 cluster-NILR20926 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20927 cluster-NILR20927 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20928 cluster-NILR20928 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20929 cluster-NILR20929 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20930 cluster-NILR20930 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20931 cluster-NILR20931 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20932 cluster-NILR20932 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20933 cluster-NILR20933 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20934 cluster-NILR20934 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20935 cluster-NILR20935 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20936 cluster-NILR20936 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20937 cluster-NILR20937 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20938 cluster-NILR20938 1.0000 1.0000 1.0000
KC003A9VN example-run ENG      Relation cluster-NILR20939 cluster-NILR20939 1.0000 1.0000 1.0000
Summary   example-run ENG      Event                                                      1.0000
Summary   example-run ENG      Relation                                                   1.0000
Summary   example-run ENG      ALL                                                        1.0000
Summary   example-run RUS      Event                                                      1.0000
Summary   example-run RUS      Relation                                                   1.0000
Summary   example-run RUS      ALL                                                        1.0000
Summary   example-run SPA      Event                                                      1.0000
Summary   example-run SPA      Relation                                                   1.0000
Summary   example-run SPA      ALL                                                        1.0000
Summary   example-run ALL      Event                                                      1.0000
Summary   example-run ALL      Relation                                                   1.0000
Summary   example-run ALL      ALL                                                        1.0000
